season,round,driverId,circuitId,pitted_under_sc,beta,ci_lower,ci_upper,cluster_label,below_median_elasticity
2005,9,button,indianapolis,,0.3208,0.1348,0.5068,,1
2005,10,button,magny_cours,,0.7493,0.6306,0.868,,0
2005,11,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2005,12,button,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2005,13,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2005,14,button,istanbul,,0.7134,0.612,0.8148,,0
2005,15,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2005,16,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2005,17,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2005,18,button,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2005,19,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2006,1,button,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2006,2,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2006,3,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2006,4,button,imola,,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2006,5,button,nurburgring,,0.5076,0.3836,0.6315,,1
2006,6,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2006,7,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2006,8,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2006,9,button,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2006,10,button,indianapolis,,0.3208,0.1348,0.5068,,1
2006,11,button,magny_cours,,0.7493,0.6306,0.868,,0
2006,12,button,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2006,13,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2006,14,button,istanbul,,0.7134,0.612,0.8148,,0
2006,15,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2006,16,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2006,17,button,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2006,18,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2007,1,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2007,2,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2007,3,button,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2007,4,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2007,5,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2007,6,button,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2007,7,button,indianapolis,,0.3208,0.1348,0.5068,,1
2007,8,button,magny_cours,,0.7493,0.6306,0.868,,0
2007,9,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2007,10,button,nurburgring,,0.5076,0.3836,0.6315,,1
2007,11,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2007,12,button,istanbul,,0.7134,0.612,0.8148,,0
2007,13,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2007,14,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2007,15,button,fuji,,,,,,0
2007,16,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2007,17,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2008,1,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2008,2,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2008,3,button,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2008,4,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2008,5,button,istanbul,,0.7134,0.612,0.8148,,0
2008,6,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2008,7,button,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2008,8,button,magny_cours,,0.7493,0.6306,0.868,,0
2008,9,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2008,10,button,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2008,11,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2008,12,button,valencia,,0.5719,0.4161,0.7276,,1
2008,13,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2008,14,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2008,15,button,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2008,16,button,fuji,,,,,,0
2008,17,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2008,18,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2009,1,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2009,2,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2009,3,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2009,4,button,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2009,5,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2009,6,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2009,7,button,istanbul,,0.7134,0.612,0.8148,,0
2009,8,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2009,9,button,nurburgring,,0.5076,0.3836,0.6315,,1
2009,10,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2009,11,button,valencia,,0.5719,0.4161,0.7276,,1
2009,12,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2009,13,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2009,14,button,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2009,15,button,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2009,16,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2009,17,button,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2010,1,button,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2010,2,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2010,3,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2010,4,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2010,5,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2010,6,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2010,7,button,istanbul,,0.7134,0.612,0.8148,,0
2010,8,button,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2010,9,button,valencia,,0.5719,0.4161,0.7276,,1
2010,10,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2010,11,button,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2010,12,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2010,13,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2010,14,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2010,15,button,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2010,16,button,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2010,17,button,yeongam,,,,,,0
2010,18,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2010,19,button,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2011,1,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2011,2,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2011,3,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2011,4,button,istanbul,,0.7134,0.612,0.8148,,0
2011,5,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2011,6,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2011,7,button,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2011,8,button,valencia,,0.5719,0.4161,0.7276,,1
2011,9,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2011,10,button,nurburgring,,0.5076,0.3836,0.6315,,1
2011,11,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2011,12,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2011,13,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2011,14,button,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2011,15,button,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2011,16,button,yeongam,,,,,,0
2011,17,button,buddh,,,,,,0
2011,18,button,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2011,19,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2012,1,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2012,2,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2012,3,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2012,4,button,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2012,5,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2012,6,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2012,7,button,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2012,8,button,valencia,,0.5719,0.4161,0.7276,,1
2012,9,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2012,10,button,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2012,11,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2012,12,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2012,13,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2012,14,button,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2012,15,button,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2012,16,button,yeongam,,,,,,0
2012,17,button,buddh,,,,,,0
2012,18,button,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2012,19,button,americas,,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2012,20,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2013,1,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2013,2,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2013,3,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2013,4,button,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2013,5,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2013,6,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2013,7,button,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2013,8,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2013,9,button,nurburgring,,0.5076,0.3836,0.6315,,1
2013,10,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2013,11,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2013,12,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2013,13,button,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2013,14,button,yeongam,,,,,,0
2013,15,button,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2013,16,button,buddh,,,,,,0
2013,17,button,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2013,18,button,americas,,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2013,19,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2014,1,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2014,2,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2014,3,button,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2014,4,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2014,5,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2014,6,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2014,7,button,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2014,8,button,red_bull_ring,,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2014,9,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2014,10,button,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2014,11,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2014,12,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2014,13,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2014,14,button,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2014,15,button,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2014,16,button,sochi,,0.5888,0.4619,0.7157,Large Field Spread / Strategy-Dependent,0
2014,17,button,americas,,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2014,18,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2014,19,button,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2015,1,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2015,2,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2015,3,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2015,4,button,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2015,5,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2015,6,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2015,7,button,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2015,8,button,red_bull_ring,,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2015,9,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2015,10,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2015,11,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2015,12,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2015,13,button,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2015,14,button,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2015,15,button,sochi,,0.5888,0.4619,0.7157,Large Field Spread / Strategy-Dependent,0
2015,16,button,americas,,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2015,17,button,rodriguez,,0.7028,0.5953,0.8103,Balanced / Standard Racing,0
2015,18,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2015,19,button,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2016,1,button,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2016,2,button,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2016,3,button,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2016,4,button,sochi,,0.5888,0.4619,0.7157,Large Field Spread / Strategy-Dependent,0
2016,5,button,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2016,6,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2016,7,button,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2016,8,button,baku,,0.5122,0.3743,0.6501,High-Overtaking / Fluid Strategy,1
2016,9,button,red_bull_ring,,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2016,10,button,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2016,11,button,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2016,12,button,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2016,13,button,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2016,14,button,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2016,15,button,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2016,16,button,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2016,17,button,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2016,18,button,americas,,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2016,19,button,rodriguez,,0.7028,0.5953,0.8103,Balanced / Standard Racing,0
2016,20,button,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2016,21,button,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2017,6,button,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2010,1,chandhok,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2010,2,chandhok,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2010,3,chandhok,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2010,4,chandhok,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2010,5,chandhok,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2010,6,chandhok,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2010,7,chandhok,istanbul,,0.7134,0.612,0.8148,,0
2010,8,chandhok,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2010,9,chandhok,valencia,,0.5719,0.4161,0.7276,,1
2010,10,chandhok,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2011,10,chandhok,nurburgring,,0.5076,0.3836,0.6315,,1
2013,1,chilton,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2013,2,chilton,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2013,3,chilton,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2013,4,chilton,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2013,5,chilton,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2013,6,chilton,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2013,7,chilton,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2013,8,chilton,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2013,9,chilton,nurburgring,,0.5076,0.3836,0.6315,,1
2013,10,chilton,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2013,11,chilton,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2013,12,chilton,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2013,13,chilton,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2013,14,chilton,yeongam,,,,,,0
2013,15,chilton,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2013,16,chilton,buddh,,,,,,0
2013,17,chilton,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2013,18,chilton,americas,,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2013,19,chilton,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2014,1,chilton,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2014,2,chilton,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2014,3,chilton,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2014,4,chilton,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2014,5,chilton,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2014,6,chilton,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2014,7,chilton,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2014,8,chilton,red_bull_ring,,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2014,9,chilton,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2014,10,chilton,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2014,11,chilton,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2014,12,chilton,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2014,13,chilton,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2014,14,chilton,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2014,15,chilton,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2014,16,chilton,sochi,,0.5888,0.4619,0.7157,Large Field Spread / Strategy-Dependent,0
2024,16,colapinto,monza,0.0,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2024,17,colapinto,baku,0.0,0.5122,0.3743,0.6501,High-Overtaking / Fluid Strategy,1
2024,18,colapinto,marina_bay,0.0,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2024,19,colapinto,americas,0.0,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2024,20,colapinto,rodriguez,0.0,0.7028,0.5953,0.8103,Balanced / Standard Racing,0
2024,21,colapinto,interlagos,1.0,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2024,22,colapinto,vegas,0.0,,,,,0
2024,23,colapinto,losail,0.0,,,,,0
2024,24,colapinto,yas_marina,0.0,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2003,1,coulthard,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2003,2,coulthard,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2003,3,coulthard,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2003,4,coulthard,imola,,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2003,5,coulthard,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2003,6,coulthard,red_bull_ring,,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2003,7,coulthard,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2003,8,coulthard,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2003,9,coulthard,nurburgring,,0.5076,0.3836,0.6315,,1
2003,10,coulthard,magny_cours,,0.7493,0.6306,0.868,,0
2003,11,coulthard,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2003,12,coulthard,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2003,13,coulthard,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2003,14,coulthard,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2003,15,coulthard,indianapolis,,0.3208,0.1348,0.5068,,1
2003,16,coulthard,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2004,1,coulthard,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2004,2,coulthard,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2004,3,coulthard,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2004,4,coulthard,imola,,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2004,5,coulthard,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2004,6,coulthard,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2004,7,coulthard,nurburgring,,0.5076,0.3836,0.6315,,1
2004,8,coulthard,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2004,9,coulthard,indianapolis,,0.3208,0.1348,0.5068,,1
2004,10,coulthard,magny_cours,,0.7493,0.6306,0.868,,0
2004,11,coulthard,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2004,12,coulthard,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2004,13,coulthard,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2004,14,coulthard,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2004,15,coulthard,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2004,16,coulthard,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2004,17,coulthard,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2004,18,coulthard,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2005,1,coulthard,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2005,2,coulthard,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2005,3,coulthard,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2005,4,coulthard,imola,,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2005,5,coulthard,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2005,6,coulthard,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2005,7,coulthard,nurburgring,,0.5076,0.3836,0.6315,,1
2005,8,coulthard,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2005,9,coulthard,indianapolis,,0.3208,0.1348,0.5068,,1
2005,10,coulthard,magny_cours,,0.7493,0.6306,0.868,,0
2005,11,coulthard,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2005,12,coulthard,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2005,13,coulthard,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2005,14,coulthard,istanbul,,0.7134,0.612,0.8148,,0
2005,15,coulthard,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2005,16,coulthard,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
